Feature,Coefficients,abs_coefficients
suspended solids,-0.012060286171056447,0.012060286171056447
water access,-0.012032151047894466,0.012032151047894466
water balance,-0.011851166487795946,0.011851166487795946
surface water quality,-0.011786455726397188,0.011786455726397188
pollutants,-0.01177717977025768,0.01177717977025768
improved water source,-0.011758528873716397,0.011758528873716397
water contamination,-0.011724580798183159,0.011724580798183159
potable water,-0.01167626514169104,0.01167626514169104
clean,-0.011634569744221819,0.011634569744221819
treated water,0.011565758205724558,0.011565758205724558
water agency,-0.01147605938195674,0.01147605938195674
point source,0.011386966460652471,0.011386966460652471
sewer,0.011337873557831725,0.011337873557831725
water stress,-0.011124160803898801,0.011124160803898801
water resource management,0.01072269101095664,0.01072269101095664
capital cost,0.010634819230418395,0.010634819230418395
municipal,0.010627610738267367,0.010627610738267367
drinking water sources,0.010607395718276753,0.010607395718276753
industrial effluents,0.01055118336291816,0.01055118336291816
groundwater protection,-0.01032748122945058,0.01032748122945058
treated wastewater,0.010267684480372996,0.010267684480372996
water framework directive,0.010243621691869592,0.010243621691869592
efficient water,0.010212247534736466,0.010212247534736466
nitrate contamination,0.010191132171770208,0.010191132171770208
waters,-0.010139729530439434,0.010139729530439434
drinking water standard,0.010124528762191071,0.010124528762191071
drinking water standards,0.01012452876219107,0.01012452876219107
transboundary cooperation,0.010094965032885653,0.010094965032885653
water quality monitoring,0.010019284110353013,0.010019284110353013
marine,-0.009999491499171074,0.009999491499171074
desalinated water,0.009883925558618828,0.009883925558618828
constructed wetlands,0.009866857090229242,0.009866857090229242
constructed wetland,0.00986685709022924,0.00986685709022924
public good,0.009854543809525164,0.009854543809525164
tributary,-0.009853599287230928,0.009853599287230928
water treatment facilities,0.009816591975266664,0.009816591975266664
human waste,0.009797301505307903,0.009797301505307903
municipality,-0.009654160424115264,0.009654160424115264
toilets,0.009623001682495762,0.009623001682495762
irrigation efficiency,0.009614185408044424,0.009614185408044424
clean water act,-0.009526175259156845,0.009526175259156845
surface water,-0.009473148071774618,0.009473148071774618
sustainable,-0.009463313527269411,0.009463313527269411
toilet,0.00942016663598208,0.00942016663598208
groundwater pollution,0.009386137624933,0.009386137624933
sluice,0.009358879587599518,0.009358879587599518
scarce water,-0.0093578056682449,0.0093578056682449
water safety,-0.009355696167601362,0.009355696167601362
latrines,-0.009336270741653184,0.009336270741653184
aquifer management,0.009324551718828194,0.009324551718828194
water demand,0.009293748051409421,0.009293748051409421
drinking water quality,0.009287002055374357,0.009287002055374357
water scarce,0.00928044323634827,0.00928044323634827
polluted,0.00926069872405664,0.00926069872405664
sewers,0.00922074341252918,0.00922074341252918
desalination plants,0.009180031011832507,0.009180031011832507
industrial wastewaters,0.00917080130531554,0.00917080130531554
sewage treatment plant,0.009128964116123118,0.009128964116123118
industry,-0.00907976366600455,0.00907976366600455
rainwater harvest,0.00907579801969205,0.00907579801969205
rainwater harvesting,0.009075798019692046,0.009075798019692046
water availability,-0.008997888606631557,0.008997888606631557
waste water,-0.008969530082085873,0.008969530082085873
appliances,-0.008925160133109263,0.008925160133109263
water ecosystem,-0.008876368129806942,0.008876368129806942
water table,0.008834692776117113,0.008834692776117113
transboundary aquifer,0.008749515924597898,0.008749515924597898
water ecosystems,-0.008689601438874197,0.008689601438874197
management of water resources,-0.008678080553220557,0.008678080553220557
wastewater ,0.008635864519120223,0.008635864519120223
conservation,-0.00860874000519392,0.00860874000519392
integrated,0.008584661059184234,0.008584661059184234
water efficiency,-0.00855095149851532,0.00855095149851532
industrial effluent,0.008544471033863644,0.008544471033863644
integrated water resources management,0.008498335553794856,0.008498335553794856
irrigation projects,0.008480984543091055,0.008480984543091055
safe water,-0.008444851312547054,0.008444851312547054
nitrate leaching,0.008439490324175345,0.008439490324175345
water resources allocation,0.008372555588302454,0.008372555588302454
water legislation,0.008366701084737109,0.008366701084737109
transboundary groundwater,0.008315503757591004,0.008315503757591004
groundwater management,-0.008260228880443641,0.008260228880443641
villages,0.008136393237826537,0.008136393237826537
ecosystem,-0.008114936168972277,0.008114936168972277
meter,0.008096840798441205,0.008096840798441205
water production,0.00807402114441502,0.00807402114441502
footprint,-0.008068572594140032,0.008068572594140032
sewage treatment,0.008002591694903487,0.008002591694903487
sustainable management,0.007918460743916092,0.007918460743916092
water-related diseases,0.007908144814480272,0.007908144814480272
sludge,-0.007845534958496443,0.007845534958496443
river rehabilitation,0.007798859345520359,0.007798859345520359
affordable drinking water,0.007742045603152544,0.007742045603152544
water supply systems,0.007722881900912407,0.007722881900912407
transboundary river,0.007707193011959909,0.007707193011959909
wastewater treatment plant,0.0076786419326805725,0.0076786419326805725
supply,0.007588896892530636,0.007588896892530636
transboundary aquifers,0.0075403660309832496,0.0075403660309832496
bottled water,0.007537200680526982,0.007537200680526982
evapotranspiration,0.007527213572444,0.007527213572444
aquatic ecosystems,0.007514934465126818,0.007514934465126818
floodplain,0.00751378059066452,0.00751378059066452
drip irrigation,-0.007421877961985038,0.007421877961985038
supplies,-0.007378603466948427,0.007378603466948427
freshwater resources,0.0073623927193933025,0.0073623927193933025
latrine,-0.007309239274624683,0.007309239274624683
groundwater recharge,0.007228552487735489,0.007228552487735489
water environment,0.007222003010770397,0.007222003010770397
land reclamation,0.007205115948473184,0.007205115948473184
open defecation,0.0071922669304393845,0.0071922669304393845
urban wastewater treatment,0.007185462621665894,0.007185462621665894
soil,-0.007137676678044576,0.007137676678044576
water conflict,0.007132211914087272,0.007132211914087272
urban wastewater,0.007116078579567698,0.007116078579567698
sanitary,-0.007020964163140073,0.007020964163140073
water quality standards,0.0069861902123090295,0.0069861902123090295
transboundary water,0.006980387085977927,0.006980387085977927
potable,-0.006978725625642568,0.006978725625642568
protect,-0.006963875856381678,0.006963875856381678
quality water,0.006947473711683969,0.006947473711683969
water conservation,-0.006940182424813882,0.006940182424813882
wastewater system,-0.006932450250979017,0.006932450250979017
drinking water source,0.006909531029608646,0.006909531029608646
filtration,0.006877255042885379,0.006877255042885379
on-site sanitation,0.006788691771793493,0.006788691771793493
wastewater effluent,0.006768306636747395,0.006768306636747395
contaminated,-0.006747811624754927,0.006747811624754927
water laws,-0.006745432327556514,0.006745432327556514
water scarcity,0.00672908039703386,0.00672908039703386
hydropower,0.006698822951958443,0.006698822951958443
coastal aquifer,-0.006640444744830216,0.006640444744830216
sewage system,0.006584544908577806,0.006584544908577806
water use efficiency,0.006545601135434048,0.006545601135434048
water sharing,0.006515420698022853,0.006515420698022853
water level,0.006452496889834963,0.006452496889834963
wastewater treatment system,0.006436537859283167,0.006436537859283167
wastewater treatment systems,0.006436537859283162,0.006436537859283162
defecation,0.006388344090621222,0.006388344090621222
water insecurity,0.006371517093683131,0.006371517093683131
nutrient pollution,0.00636169325676356,0.00636169325676356
farm water,-0.0063518743055954365,0.0063518743055954365
withdrawals,-0.006347268917307266,0.006347268917307266
preservation,0.006345602446386198,0.006345602446386198
seawater,-0.006292316051554598,0.006292316051554598
sanitation coverage,0.006244210446973564,0.006244210446973564
polluted water,-0.00623085731802552,0.00623085731802552
purification,-0.006228085507108161,0.006228085507108161
quality of water,-0.00611604546087175,0.00611604546087175
water desalination,-0.006048821493955037,0.006048821493955037
drinking water services,0.006031729242857313,0.006031729242857313
water bodies,0.005999360936387504,0.005999360936387504
water management in,-0.005997042940682543,0.005997042940682543
drainage basin,0.005956890456597451,0.005956890456597451
reservoirs,0.005822497935490257,0.005822497935490257
freshwater ecosystem,-0.0058083765742425264,0.0058083765742425264
protection,0.0057670821272235795,0.0057670821272235795
emission,-0.005761704131166463,0.005761704131166463
sustainable water resource,-0.005735951394692073,0.005735951394692073
sanitation systems,-0.005668175291845158,0.005668175291845158
streams,-0.005646734081349745,0.005646734081349745
removal,-0.005628230865895264,0.005628230865895264
water cooperation,0.0056232081564606675,0.0056232081564606675
water harvesting,0.0056106373171164355,0.0056106373171164355
water harvest,0.005610637317116435,0.005610637317116435
water distribution system,0.00554137701040818,0.00554137701040818
conjunctive use,0.005541377010408178,0.005541377010408178
pollution of water,0.005472282123980529,0.005472282123980529
water supply infrastructure,0.005439232300644473,0.005439232300644473
pit latrines,-0.00533837897324867,0.00533837897324867
pit latrine,-0.0053383789732486695,0.0053383789732486695
industries,-0.005336782426907094,0.005336782426907094
irrigation strategies,0.00528422455309199,0.00528422455309199
water purification,-0.005262193544559119,0.005262193544559119
water and sanitation,0.005227054041625961,0.005227054041625961
silt,-0.00519606210320634,0.00519606210320634
wetlands,-0.005179147689924054,0.005179147689924054
urban,-0.0051709574248513775,0.0051709574248513775
underground water,-0.0051163655363111946,0.0051163655363111946
watershed,0.00510326744328557,0.00510326744328557
tmdl,-0.0050745334637506785,0.0050745334637506785
water trading,0.0050212343467637656,0.0050212343467637656
aquifer storage and recovery,0.004987878729427346,0.004987878729427346
run-off,-0.00498578210181405,0.00498578210181405
dumping,0.0049654823764769315,0.0049654823764769315
geological survey,0.004939047659648267,0.004939047659648267
riparian,0.0049137943191768394,0.0049137943191768394
water supplies,-0.0048500267918037175,0.0048500267918037175
agricultural,-0.004842244930982467,0.004842244930982467
water poverty,0.004804431316401993,0.004804431316401993
transboundary basin,0.004787315694080248,0.004787315694080248
groundwater flow,0.0047849312623951135,0.0047849312623951135
pollutant,0.00472637929761085,0.00472637929761085
sustainable groundwater,-0.004705787151625581,0.004705787151625581
potable water resource,0.004704575385624182,0.004704575385624182
potable water resources,0.004704575385624179,0.004704575385624179
bay,0.00470354190605442,0.00470354190605442
desalinated,0.004667599359385562,0.004667599359385562
sewage systems,0.0046558426825102275,0.0046558426825102275
levee,-0.004602683441377182,0.004602683441377182
water development,0.004584797343611058,0.004584797343611058
water development and management,0.004584797343611058,0.004584797343611058
restoration,0.0045779871261112555,0.0045779871261112555
faecal contamination,0.004576813848950309,0.004576813848950309
marsh,0.004575176961131514,0.004575176961131514
withdrawal,-0.004564895295314861,0.004564895295314861
run-off pollution,0.004548245580783887,0.004548245580783887
untreated wastewater,-0.004505319777679262,0.004505319777679262
water quality management,0.004486929524929668,0.004486929524929668
water market,0.004416083884465308,0.004416083884465308
quality of drinking water,0.004367010559405555,0.004367010559405555
sewage treatment plants,0.004351460361719594,0.004351460361719594
watershed management,0.004342838950458763,0.004342838950458763
river water,0.004341543944688773,0.004341543944688773
water age,0.004339253117500512,0.004339253117500512
hygiene,0.004330677382024779,0.004330677382024779
transboundary waters,-0.004326829434439039,0.004326829434439039
treat water,0.004320937506281481,0.004320937506281481
smart water management,0.004290837072832661,0.004290837072832661
treated wastewaters,0.004288420654846007,0.004288420654846007
fresh water,0.004278208136450333,0.004278208136450333
groundwater well,0.004272171517904136,0.004272171517904136
groundwater wells,0.004272171517904136,0.004272171517904136
public water system,0.004272171517904136,0.004272171517904136
water supply project,0.004211899185887856,0.004211899185887856
water supply projects,0.004211899185887856,0.004211899185887856
management,0.004165178414585857,0.004165178414585857
water treatment plants,-0.004099450750709333,0.004099450750709333
consumptive water use,0.004095630737535202,0.004095630737535202
freshwater withdrawal,0.004094072029452761,0.004094072029452761
household,-0.004093189367731015,0.004093189367731015
clean drinking water,-0.0040904376016991295,0.0040904376016991295
clean drinking,-0.004090437601699127,0.004090437601699127
hygiene promotion,0.0040147637192861005,0.0040147637192861005
municipal wastewaters,0.00401267979069129,0.00401267979069129
chlorinated,0.0040086190704045266,0.0040086190704045266
equitable sanitation,0.0040078790937459075,0.0040078790937459075
water treatment plant,0.003965126853128867,0.003965126853128867
wastewater treatment,-0.003940142646061787,0.003940142646061787
sustainable use of water,0.003939422495569792,0.003939422495569792
fecal,0.003938142761508631,0.003938142761508631
waste water treatment,0.003919487312088106,0.003919487312088106
water year,0.0039008702620379997,0.0039008702620379997
water agencies,0.0038547089646249633,0.0038547089646249633
wetland,-0.003840947133162963,0.003840947133162963
rain fed agriculture,0.0038179014899136624,0.0038179014899136624
surface water pollution,0.003811885520328628,0.003811885520328628
water withdrawal,-0.0038099871963632004,0.0038099871963632004
drinkable,0.00380930899776071,0.00380930899776071
water well,-0.003807275493835637,0.003807275493835637
water-use efficiency,-0.003804798796045488,0.003804798796045488
buffer strip,0.0037963205177686996,0.0037963205177686996
non-point source,0.0037936434850233463,0.0037936434850233463
water project,0.003793193967305946,0.003793193967305946
erosion control,0.003790676991455671,0.003790676991455671
wastewater disposal,0.003779649631554498,0.003779649631554498
ground waters,0.0037493836927041556,0.0037493836927041556
ambient water quality,0.0037352477866353377,0.0037352477866353377
ambient water,0.003735247786635335,0.003735247786635335
saline aquifer,0.0037239199346544953,0.0037239199346544953
water catchment,-0.0036579831737006963,0.0036579831737006963
households,0.0035737808882105337,0.0035737808882105337
water sources,-0.0035487371045314223,0.0035487371045314223
blue water,0.003461062233214593,0.003461062233214593
groundwater storage,0.0034376021430485414,0.0034376021430485414
availability of water,0.003407875001810679,0.003407875001810679
grey water,0.0033982485604643906,0.0033982485604643906
pour-flush,0.0033982485604643893,0.0033982485604643893
river pollution,0.003396653749732192,0.003396653749732192
river protection,0.0033966537497321907,0.0033966537497321907
integrated water management,0.003394062518802972,0.003394062518802972
scarcity of water,-0.003377640275736106,0.003377640275736106
drinking water resource,0.0033063324874552822,0.0033063324874552822
drinking water resources,0.003306332487455282,0.003306332487455282
industrial,0.003300412157210302,0.003300412157210302
reuse of wastewater,-0.003299757201401917,0.003299757201401917
industrial wastewater treatment,0.003290377598083693,0.003290377598083693
water planning,-0.0032902577927841074,0.0032902577927841074
water treatment projects,0.0032860754754970587,0.0032860754754970587
freshwater supply,-0.003276226475416641,0.003276226475416641
improved sanitation,-0.003215792041911796,0.003215792041911796
groundwater nitrate,0.0031991477372296942,0.0031991477372296942
total sanitation,-0.003195236175698704,0.003195236175698704
renewable energy,-0.003187120330327261,0.003187120330327261
arsenic,-0.003174867120785881,0.003174867120785881
storm water,0.0031673368997552995,0.0031673368997552995
resource protection,0.0031218335647202303,0.0031218335647202303
safe,-0.0031210119417462955,0.0031210119417462955
turbidity,0.0031111068296407252,0.0031111068296407252
water body,0.003100952082759537,0.003100952082759537
output-based aid,-0.0030980990538862683,0.0030980990538862683
reduction,-0.003084341191196844,0.003084341191196844
efficient water resources management,0.003075235363958315,0.003075235363958315
groundwater pumping,-0.003045365630989112,0.003045365630989112
sustainable water management,0.0030385953258215666,0.0030385953258215666
green water,-0.0030079366662627057,0.0030079366662627057
healthy water,0.0030079075424937177,0.0030079075424937177
water treatment,-0.0030003231579821855,0.0030003231579821855
transboundary lake,-0.0029804098394773373,0.0029804098394773373
water resource allocation,0.00295948130169731,0.00295948130169731
farming,-0.002954736376202031,0.002954736376202031
crop,-0.0029514088225277503,0.0029514088225277503
groundwater quality,0.0028896752974965486,0.0028896752974965486
water storage,0.0028795705749749072,0.0028795705749749072
heart,-0.0028695435407805176,0.0028695435407805176
water demand management,-0.0028448112720592276,0.0028448112720592276
wastewater reuse,0.002839656270772012,0.002839656270772012
combined sewer,-0.002838484661715316,0.002838484661715316
household wastewater,0.002824400513005533,0.002824400513005533
agricultural pollution,0.002821429015630494,0.002821429015630494
filter,-0.002776161485346986,0.002776161485346986
metering,-0.0027673393663165437,0.0027673393663165437
willingness to pay,-0.0027553742274503373,0.0027553742274503373
water efficient washing,0.0027158422537163266,0.0027158422537163266
water efficient appliances,0.0027158422537163266,0.0027158422537163266
saline groundwater,0.002706640061619842,0.002706640061619842
hygiene intervention,0.002702121670915526,0.002702121670915526
hygiene interventions,0.0027021216709155254,0.0027021216709155254
household latrine,0.0027021216709155246,0.0027021216709155246
convention on the protection and use of transboundary watercourses and international lakes,0.002690092023592093,0.002690092023592093
water withdrawals,0.0026831708326312317,0.0026831708326312317
safe drinking water,-0.0026815142001373293,0.0026815142001373293
village,0.00267964216139664,0.00267964216139664
international rivers,0.002674761366830333,0.002674761366830333
water productivity,0.0026655202831271877,0.0026655202831271877
water distribution networks,0.0026408206368929957,0.0026408206368929957
water distribution network,0.0026408206368929944,0.0026408206368929944
fog harvest,0.00261587440896132,0.00261587440896132
fog harvesting,0.00261587440896132,0.00261587440896132
water resources system,0.0025992898629173715,0.0025992898629173715
water resources systems,0.0025992898629173715,0.0025992898629173715
grid,-0.0025893805783738133,0.0025893805783738133
water-saving,-0.002586457841189179,0.002586457841189179
wastewater systems,-0.0025837676847020605,0.0025837676847020605
treat groundwater,0.002569506434632011,0.002569506434632011
aquatic environment,0.002495803065550742,0.002495803065550742
water supply system,0.002475685334932982,0.002475685334932982
mining wastewater,0.0024412695958015,0.0024412695958015
sanitation system,-0.00243849402224442,0.00243849402224442
berm,-0.0024265029436571655,0.0024265029436571655
sanitation facilities,-0.0024229837530396936,0.0024229837530396936
irrigation water,-0.0023931450696906666,0.0023931450696906666
water security,-0.0023789281021207934,0.0023789281021207934
public toilet,0.002378271738003108,0.002378271738003108
bedrock,0.0023674132427679998,0.0023674132427679998
water distribution,-0.0023558263033958767,0.0023558263033958767
transboundary rivers,0.0023426856169774606,0.0023426856169774606
solar,-0.00234163761295603,0.00234163761295603
urban water supply,-0.0023406389964408148,0.0023406389964408148
feces ,-0.0023360381382437944,0.0023360381382437944
wastewater management,-0.002320620097624714,0.002320620097624714
high plains aquifer,0.0023108411633769063,0.0023108411633769063
vulnerability mapping,-0.00220817722725768,0.00220817722725768
reverse osmosis,-0.002207508247155073,0.002207508247155073
community-led total sanitation,-0.0022036575347137433,0.0022036575347137433
pollution of surface water,0.0021964467037955252,0.0021964467037955252
hygiene service,0.0021898791884299626,0.0021898791884299626
hygiene services,0.002189879188429962,0.002189879188429962
water efficient,0.002171551306295261,0.002171551306295261
algal bloom,-0.0021661673852724234,0.0021661673852724234
water transfer,0.0021614488316913064,0.0021614488316913064
irrigation development,0.0021249865694419885,0.0021249865694419885
waste-water,0.0021031941182141248,0.0021031941182141248
treatment,0.0020922098484314052,0.0020922098484314052
water resources planning,0.002084928178161322,0.002084928178161322
groundwater model,0.0020732152403001424,0.0020732152403001424
smart water,-0.002061948071511789,0.002061948071511789
kidney,0.0020406084435121577,0.0020406084435121577
rainfed agriculture,-0.0020367967425968833,0.0020367967425968833
water safety plans,-0.0019766359545787824,0.0019766359545787824
water safety plan,-0.0019766359545787824,0.0019766359545787824
irrigation strategy,0.001927708726178242,0.001927708726178242
pollution of groundwater,0.0019203927051290666,0.0019203927051290666
river health,0.0019199034687325727,0.0019199034687325727
national water policy,-0.001916739033661524,0.001916739033661524
international river,0.0019158498642779759,0.0019158498642779759
contamination of water,-0.0019112430726797227,0.0019112430726797227
sustainable groundwater use,-0.0019091821515769046,0.0019091821515769046
groundwater use,-0.0019069334204599186,0.0019069334204599186
sanitation sectors,0.0019034126546221902,0.0019034126546221902
service provider,0.0019008980827710878,0.0019008980827710878
septage,-0.0018890073795288958,0.0018890073795288958
sustainable management of water,0.0018401666433277323,0.0018401666433277323
governance,0.001811251876223849,0.001811251876223849
agriculture,0.0017762242569224292,0.0017762242569224292
quality,0.0017729714656674654,0.0017729714656674654
shortages,-0.001772047552957421,0.001772047552957421
rainwater management,0.0017619382701957254,0.0017619382701957254
septic,0.0017170981553891102,0.0017170981553891102
ponds,-0.001699676649521022,0.001699676649521022
industrial wastewater,0.0016902766807459853,0.0016902766807459853
contaminated water,0.0016793956160686707,0.0016793956160686707
water-related ecosystem,0.0016770171982828062,0.0016770171982828062
water-related ecosystems,0.0016770171982828054,0.0016770171982828054
dental,-0.001669235580771315,0.001669235580771315
saline intrusion,0.0016683810600093328,0.0016683810600093328
reuse,0.001658673297782422,0.001658673297782422
rehabilitation,0.001616540210108993,0.001616540210108993
water meter,0.0015876777713222559,0.0015876777713222559
ozone,0.0015779811755540294,0.0015779811755540294
water-saving technologies,-0.0015344429230840677,0.0015344429230840677
groundwater aquifer,-0.0015163770937736403,0.0015163770937736403
rainfed crop,0.0014811368480912197,0.0014811368480912197
rainfed crops,0.0014811368480912189,0.0014811368480912189
transboundary lakes,0.00147120676376501,0.00147120676376501
blood,0.0014635251064603033,0.0014635251064603033
tube well,-0.0014203289368063421,0.0014203289368063421
freshwater availability,0.0013911744294881063,0.0013911744294881063
irrigation project,0.0013826090482168265,0.0013826090482168265
water wells,-0.0013809339773644988,0.0013809339773644988
bank,-0.0013425877305549457,0.0013425877305549457
water management,0.0013408662435563756,0.0013408662435563756
residential,0.0013038484505886933,0.0013038484505886933
overdrafting,0.0012911719809261019,0.0012911719809261019
rural,0.0012798158116720498,0.0012798158116720498
water reservoir,0.0012737387708513519,0.0012737387708513519
estuarie,-0.0012421296783775631,0.0012421296783775631
estuaries,-0.001242129678377561,0.001242129678377561
standpipe,-0.0012383085550988894,0.0012383085550988894
nitrate pollution,0.0012305531515390288,0.0012305531515390288
fields,-0.0012290480952945229,0.0012290480952945229
filters,-0.0012250093366386208,0.0012250093366386208
fuel,-0.001174054822183432,0.001174054822183432
water infrastructures,-0.0011573555868696613,0.0011573555868696613
karst,0.001156406219419604,0.001156406219419604
freshwater ecosystems,-0.001150180791165081,0.001150180791165081
water source,0.0010694318238894751,0.0010694318238894751
water reform,-0.0010614054022974747,0.0010614054022974747
city,-0.0009882732606515856,0.0009882732606515856
alluvial aquifer,-0.0009746585859389343,0.0009746585859389343
available freshwater,0.0009735852964495132,0.0009735852964495132
treatment of wastewater,0.0009461131142021655,0.0009461131142021655
policies,-0.0009339740839374677,0.0009339740839374677
safe drinking,0.0009152811870591255,0.0009152811870591255
municipal wastewater,-0.0008989180447017905,0.0008989180447017905
point-of-use,-0.0008848369634908367,0.0008848369634908367
sustainability of water,-0.0008831535668309342,0.0008831535668309342
recycled wastewater,-0.0008819544248817532,0.0008819544248817532
seawater desalination,-0.0008324952947206811,0.0008324952947206811
hygiene ,0.0008097403430131373,0.0008097403430131373
shower,0.0008028395364006718,0.0008028395364006718
water content,-0.0008027064561109368,0.0008027064561109368
drinking water pollution,-0.0008027064561109351,0.0008027064561109351
open water,0.00078271521702744,0.00078271521702744
sanitation infrastructure,0.0007675956845254163,0.0007675956845254163
desertification,-0.0007580845742620942,0.0007580845742620942
wastewater infrastructure,-0.0007293122216238138,0.0007293122216238138
crop per drop,0.0007286276089571609,0.0007286276089571609
scarcity,-0.0007247568996080329,0.0007247568996080329
biofilter,0.000707229275165781,0.000707229275165781
sodis,0.0007072292751657792,0.0007072292751657792
river management,0.0006918083478350873,0.0006918083478350873
seawater intrusion,-0.0006824159360635828,0.0006824159360635828
flushing,-0.0006690011253086364,0.0006690011253086364
cities,-0.0006689210362376842,0.0006689210362376842
treat wastewater,0.0006270688704368388,0.0006270688704368388
rural water,0.0006093808350033579,0.0006093808350033579
sanitary conditions,0.000598781201378383,0.000598781201378383
adequate sanitation,-0.0005970448853892018,0.0005970448853892018
domestic wastewater,0.0005799199996553631,0.0005799199996553631
household water treatment,-0.0005770551398705353,0.0005770551398705353
quality drinking water,-0.0005439056011157428,0.0005439056011157428
excreta,0.0005427138304686637,0.0005427138304686637
lagoons,0.0005405256171498494,0.0005405256171498494
source water protection,0.0005394255898938145,0.0005394255898938145
water reuse,-0.0005031463285941755,0.0005031463285941755
waste water treatment plant,-0.0004963231066767851,0.0004963231066767851
sustainable water resources,-0.0004926977147153205,0.0004926977147153205
non-revenue water,-0.00048411221373978046,0.00048411221373978046
international groundwater,0.0004744187189164735,0.0004744187189164735
hygiene (wash),0.00047161876302162763,0.00047161876302162763
transboundary basins,0.00046666935020139275,0.00046666935020139275
water exchange,-0.00045149044712192464,0.00045149044712192464
water meters,0.0004339250766862619,0.0004339250766862619
settlement,0.000344088269819291,0.000344088269819291
dairy,0.00034324279230442715,0.00034324279230442715
